"","user_id","os","fx_version","pilot_ver","num_extensions","r_fx_use","r_other_browser_use","r_primary_browser","r_gender","r_age","r_time_on_web","skill","other_browser","r_place","smartphone","reason_web_use","freq_website","news","bookmarks","folders","folder_max_depth","bookmark_status_first","bookmark_status_last","bookmark_status_records","bookmark_choose_first","bookmark_choose_last","bookmark_choose","history_items","history_status_first","history_status_last","history_status_records","num_windows","num_tabs","num_tabs_records","private_on_first","private_on_last","private_on_records","profile_age_oldest","profile_age_first","profile_age_last","profile_age_records"
"226",13743,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,6,0,"1",0,4,5,8,"0","0|1","<freeform-text removed>","1|4|5|<freeform-text removed>","0|1|2|5|6|7|9|<freeform-text removed>","0|1|2",80.875,12.375,1,287397897,815782862,8,337696991,836414488,24,7793.875,287393841,815780589,8,1.31229773462783,12.8478964401294,618,402362531,764898074,7,"2010-06-30",287394034,815780696,8
"227",13747,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,4,0,"1",0,1,4,7,NA,"0|1|2|3","7","0|1|2|3|4|5|6","0|1|2|3|4|7|8|9|10","1|2|4",335.738461538462,24,1,259196347,823063002,65,259448469,823229707,126,60.0461538461538,259195873,823062595,65,1.00052465897167,4.30010493179433,1906,324921027,817623275,14,"2010-10-21",259195938,823062616,65
"228",14156,"WINNT Windows NT 5.1","4.0b6","1.0.3",27,6,1,"1",1,2,2,8,"0|2","0|1|3","1","0|1|3|4|5|6","0|2|3|9","0|1|2",883.733333333333,71,3,287569225,741291005,15,288246526,742122233,69,4353.86666666667,287566524,741288029,15,1.02739726027397,2.17808219178082,146,458310570,459315775,2,"2005-12-18",287566702,741288035,15
"229",14176,"WINNT Windows NT 5.1","4.0b6","1.0.3",4,3,1,"1",0,3,3,3,"2|3","0","2","4|5","2|7|9","0|5",131.818181818182,19,2,323708545,882840818,22,324339129,760418370,90,16844.6363636364,323708311,882840572,22,1.25943396226415,2.5188679245283,424,403931340,406530476,2,"2010-06-26",323708468,882840729,22
"230",14211,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",8,6,1,"1",1,5,6,1,"0|1|2|3","0|1|2|3","0|1|2|3|4|5|6|7","0|1|2|3|4|5|6","10","4",45,2,1,290960083,801432111,48,708405855,799656916,13,4580.95833333333,290956621,801428081,48,1.11645962732919,2.67080745341615,644,301355928,482986008,2,"2009-07-30",290957088,801428163,48
"231",14325,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,2,1,"1",0,2,3,8,"3","0|1|3","0","1|3|4|5|6","0|2|5|6|8","0",27,1,1,320681314,828952823,8,320681972,880947582,649,36170.5,320680660,828952710,8,1.14568599717115,2.94766619519095,707,651983612,821724018,6,"2010-06-26",320680669,828952718,8
"232",14414,"WINNT Windows NT 6.1","4.0b6","1.0.3",6,5,1,"1",0,0,2,7,"0","0|<freeform-text removed>","0","6","1|3|5|8","1",129.571428571429,11,1,247397597,821567675,21,247755734,829778769,235,58334.380952381,247393340,821564011,21,1.04705882352941,2.03970588235294,680,282105036,757840846,12,"2010-01-16",247393660,821564328,21
"233",14497,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",3,5,1,"1",0,3,3,9,"0|1","0|1|3","0","1|3|4|5|6","0|1|2|3|5|6|8|9|10|12","0|1|3|5",369.714285714286,16,2,338651150,858196493,14,340423319,865564551,297,4458.07142857143,338651011,858196140,14,1.0936170212766,2.59574468085106,470,824407788,824407788,1,"2007-02-20",338651015,858196144,14
"234",14545,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",13,6,1,"1",0,0,2,8,"0",NA,"7|<freeform-text removed>","2|3|4|6","0|1|2|7|8","0|1|3",75,16,1,258751480,777068849,4,259103777,870146786,131,30814.5,258749156,777067581,4,1.004,5.028,250,856927549,856927549,1,"2009-08-24",258749298,777067589,4
"235",14590,"WINNT Windows NT 6.1","4.0b6","1.0.3",14,6,1,"1",0,1,5,8,"1|3","0|1|3","4","3|4|5|6","0|1|2|3|4|5|6|7|8","0|1",16,3,1,342171817,851675407,11,596864540,852206545,9,7583.27272727273,342170770,851669402,11,1.45454545454545,2.48484848484848,132,688687302,688687302,1,"2010-04-01",342170949,851669445,11
"236",14595,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,5,1,"1",0,1,4,9,"2","0","7","4|5|6","0|1|2|3|9","0|1|<freeform-text removed>",603.909090909091,107.045454545455,4,249327502,835875845,44,249394605,835892355,470,24531.1590909091,249324941,835873060,44,1.07388059701493,4.22388059701493,1340,334017544,334017544,1,"2009-07-20",249324994,835873065,44
"237",14601,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",16,6,1,"1",0,1,3,10,"0|2","0|1","7","0|1|3|4|5|6","0|1|2|3|5|6|8","0|1|5",168.753623188406,18,3,246438163,818337067,69,246807048,842276063,271,48707.884057971,246438075,818336901,69,1.14116379310345,4.4051724137931,928,272543156,272763782,2,"2009-11-02",246438079,818336904,69
"238",14633,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",2,6,1,"1",0,2,3,8,"0|3","0|1","0","1|4","0|2|5","0|1|2",285,14,1.8125,296583220,647945993,16,318266476,632521542,8,7960.9375,296581687,647943248,16,1.38727272727273,6.02363636363636,550,538590959,538590959,1,"2010-08-18",296581692,647943667,16
"239",14711,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,5,1,"1",0,1,2,8,"1|3","0|3","0","2|3|6","2|3|6|9","0",128.307692307692,23,4,316515529,850048665,26,316593379,851060744,327,33123.3846153846,316512548,850046020,26,1.01995012468828,2.24688279301746,401,569159724,569159724,1,"2009-12-02",316512559,850046028,26
"240",14751,"WINNT Windows NT 6.0","4.0b6","1.0.3",18,4,1,"1",0,0,3,8,"0","0","7","1|2|3|4|5|6","0|1|2|3|4|5|7|8","0|1|5",239,9,2,253821339,590542962,10,256493131,615024364,15,1741.7,253820764,590539228,10,0.99618320610687,5.5706106870229,524,267042160,610332518,9,"2009-11-23",253821054,590539499,10
"241",14768,"WINNT Windows NT 6.1","3.6.12","1.0.3",3,5,1,"1",0,0,4,6,"0|2|3","0","7","0|1|2|4|5|<freeform-text removed>","0|1|2|3|4|7|9","0",36,1,1,307999902,907891406,20,308051886,846798153,78,23324.65,307999820,907891308,20,0.988148148148148,3.11703703703704,675,308810627,907903465,4,"2010-07-21",307999896,907891401,20
"242",14776,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",10,6,0,"1",0,2,1,6,"0","0|3","0","1|3|4|6","2|3|7|8|9","0|1",440.233333333333,9,1.66666666666667,311573572,779243961,60,311677861,778482732,218,28069.25,311573011,779242450,60,1.00998003992016,2.81703260146374,1503,319595624,697152243,16,"2010-09-14",311573079,779242505,60
"243",14791,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,"1",0,1,3,8,"0","0|1|3","0","1|2|3|4|5|6","0|3|5|6|8|9","1|3",214.166666666667,12,1,328638714,820484018,6,328981257,925434661,271,35660.8333333333,328636083,820479755,6,1.00080775444265,4.7794830371567,1238,473739039,473739039,1,"2009-08-24",328636308,820479758,6
"244",14803,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",12,5,1,"1",0,0,3,8,"2","0","7","4|5|6","1|3|7|12","1",563.851851851852,16,2,329399170,811893402,27,328545801,854742789,124,4054.77777777778,329398996,811893152,27,0.946859903381642,1.69082125603865,207,330981313,499881381,3,"2008-12-01",329399000,811893288,27
"245",14877,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,5,1,"1",0,1,3,8,"0","0|3","1","5|6","1|3|5|6|7|10","0|1",29,1,1,255909606,813232575,23,415948549,501909264,69,3122.91304347826,255906424,813228497,23,1.08396946564885,2.63358778625954,262,494635224,494635224,1,"2010-07-23",255906439,813228721,23
"246",14883,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",5,6,1,"1",0,2,4,10,"1|3","0|1","0","0|1|4|5|6","0|2|3|9","1|3|5",26,2,1,281050555,834879315,15,366793447,840956943,33,581.4,281050130,834874462,15,1.0031847133758,2.63694267515924,314,414680126,595187714,3,"2008-03-17",281050143,834874577,15
"247",14902,"WINNT Windows NT 6.1","4.0b6","1.0.3",4,6,0,"0",0,0,2,8,NA,"0|2|3","0","2|4|5|6","0|1|2|4|5|7|8","0|1|2|3",58.96,11,1,249480611,775603774,25,250157058,777294269,61,8774.64,249473399,775601200,25,0.922680412371134,1.4020618556701,194,266477130,266477130,1,"2010-07-22",249475250,775602178,25
"248",14906,"WINNT Windows NT 5.1","4.0b6","1.0.3",20,6,1,"1",0,2,2,10,"3","0|2","7","2","0|7|<freeform-text removed>","0|4",135,22,2,256568880,677432878,18,509201217,677435712,30,1564.22222222222,256567367,677432479,18,0.971590909090909,1.63636363636364,176,509063580,509063580,1,"2010-02-16",256568207,677432752,18
"249",14916,"WINNT Windows NT 5.1","4.0b7","1.0.3",7,6,1,"1",0,3,4,9,"2|<freeform-text removed>","0|1|3","4","0|1|3|4|5|6","0|1|3|4|6|9","0|1|2|3|5",21,4,1,392211254,826168513,8,430197393,752212107,9,1461.5,392210960,826165948,8,0.976635514018692,9.03738317757009,214,595283316,595283316,1,"2010-08-18",392211012,826166583,8
"250",14967,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,4,0,"0",0,0,3,9,"0",NA,"6","3|4","1","3",59,10,2,323715158,925770157,28,326841005,928357425,38,3844.92857142857,323712742,925767215,28,0.866666666666667,1.26060606060606,165,724039838,724039838,1,"2010-01-16",323712754,925767440,28
"251",15049,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",25,6,0,NA,0,2,3,8,NA,"0|1|3","1","0|3|4|5","2|5|6","1|5",20.6413043478261,2,1,303057796,893101660,92,304102249,802835818,6,28341.0434782609,303056781,893100526,92,0.897626112759644,1.67359050445104,674,549568296,724012733,4,"2009-04-24",303056802,893100550,92
"252",15066,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,5,0,NA,0,3,1,5,NA,"0|3","2","3|4","0|5|6|8|9","0|2",261.854545454545,37,2,279947043,830063131,55,280907060,830784824,75,415.090909090909,279946817,830063092,55,0.878205128205128,1.60576923076923,312,452986938,731686728,2,"2009-12-08",279946966,830063097,55
"253",15164,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,6,0,"0",0,0,3,7,NA,"0","7","2|3|4|6","0|1|8|9|12","1|3|4",18,0,0,330089821,925856454,43,330129213,920365935,41,2185.60465116279,330086485,925855846,43,0.955026455026455,1.70634920634921,378,549684215,808282381,2,"2009-07-30",330086688,925856314,43
"254",15244,"WINNT Windows NT 5.1","4.0b6","1.0.3",19,5,0,"0",0,0,3,10,NA,"0","7","0|1|2|3|4|6","0|1|4|7|8|12","1|3",35,2,1,270162645,822840195,22,312030925,822865463,23,6357.59090909091,270160149,822838138,22,1.02652519893899,3.3448275862069,377,535353690,722719410,5,"2010-04-01",270160342,822838222,22
"255",15292,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,5,1,"1",0,4,6,10,"0","0|1","7","0|3|4","2|7|8|10","0|1",60,14,1,293387616,831711923,32,293437946,816346770,100,11709.46875,293387030,831711220,32,0.96028880866426,1.4115523465704,277,490331248,558920027,3,"2010-04-06",293387074,831711227,32
"256",15455,"WINNT Windows NT 5.1","4.0b6","1.0.3",9,5,0,"0",0,0,1,4,"3","0","7","2|5|6","0|1|3|8|12","0",160.105263157895,29.8421052631579,2,266285473,710689367,19,273061193,713627653,24,7758.15789473684,266284714,710688621,19,0.891156462585034,3.68027210884354,147,354884497,354884497,1,"2008-07-02",266284798,710688753,19
"257",15477,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.1",6,4,0,"0",0,1,3,6,NA,"0|2","7","2|3|4|5|6","1|2|3|9|<freeform-text removed>","1|5",86,5,2,357174607,872785182,6,345250508,930947665,775,33407.8333333333,357172198,872782545,6,1.04681784930505,9.13057790782736,2734,492814415,910301988,3,"2010-07-22",357172204,872782551,6
"258",15564,"WINNT Windows NT 5.1","4.0b6","1.0.3",10,4,1,"1",0,3,3,10,"3","0|1","7","1|3|4|6","0|2|4|6|8","0|1",194.647058823529,67,3,318947158,860833741,17,319035258,876461072,158,7620.52941176471,318944162,860830398,17,1.04835589941973,2.33075435203095,517,428739726,514602383,3,"2009-06-30",318944280,860830504,17
"259",15645,"WINNT Windows NT 5.1","4.0b6","1.0.3",8,5,1,"1",0,2,3,6,"0|2|3","0|1","7","1|4|6","0|1|2|8|9","0|1",80,11,1,255992480,850163273,24,256032567,853493207,278,425.375,255991615,850162320,24,0.965163934426229,2.13729508196721,488,280526422,280526422,1,"2009-01-19",255991695,850162328,24
"260",15687,"WINNT Windows NT 5.1","4.0b6","1.0.3",10,5,0,"0",0,1,3,8,"3","0|1|2","7","1|2|3|4|5|6","0|1|2|3|7|9","1|4|5",53,3,2,285801766,847264697,13,285836709,847756794,297,10557.4615384615,285800879,847264218,13,1.00165152766309,3.47398843930636,1211,356169682,701275850,2,"2010-04-01",285800973,847264224,13
"261",15710,"WINNT Windows NT 6.1","3.6.12","1.0.1",14,5,0,NA,0,2,4,9,NA,"0|1","7","1|3|4|6","0|2|4|8","0|1",163,47,2,324573021,799851153,9,324630815,747562414,11,2989,324572116,799850455,9,1.30985915492958,2.77464788732394,142,713247540,713247540,1,"2009-08-24",324572182,799850463,9
"262",15729,"WINNT Windows NT 5.1","4.0b6","1.0.3",5,5,1,"1",0,2,1,9,"3","0|1","7","1|3|6","0|2|3|6","0",24.5853658536585,2,1,326366525,855079517,41,413891386,855268476,40,1388,326366201,855078703,41,0.872274143302181,1.82866043613707,321,495210685,500205183,2,"2010-09-15",326366418,855079017,41
"263",15741,"WINNT Windows NT 6.1","4.0b6","1.0.3",2,6,0,NA,0,2,3,6,NA,"0|<freeform-text removed>",NA,"4|5|6|<freeform-text removed>","0|3","0",36,4,1,282917837,817025535,43,283140925,817054617,1887,5150.27906976744,282915008,817022324,43,1.07329545454545,4.05965909090909,1760,673954687,816837125,4,"2010-07-21",282915012,817022334,43
"264",15829,"WINNT Windows NT 6.1","4.0b6","1.0.3",4,5,1,"1",0,1,3,9,"1|3","0","7","2|4|6","0|1|2|3|7|8|9","0|1",72.6229508196721,4,1,276828269,827300235,61,276861781,827534807,1025,31891.6721311475,276827219,827299473,61,0.978021978021978,2.71153846153846,1092,598323835,628504383,2,"2010-04-01",276827281,827299485,61
"265",15854,"WINNT Windows NT 6.0","4.0b7","1.0.3",13,6,1,"1",0,1,2,7,"0","0","7","1|6","0|2|3|4|5|6|7|8|10","0|1",177.811320754717,27.9811320754717,3,330867661,925551414,53,331211659,925564572,95,14230.0377358491,330866783,925544213,53,0.963063063063063,3.74684684684685,1110,501743116,884738370,8,"2009-06-17",330866883,925546215,53
"266",15912,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",1,6,1,"1",0,2,3,10,"3","0|1","7","0|4|5","0|2|3|5|6|8|12","0|1",17,2,1,405626387,936443364,60,761560858,761756134,2,1294.18333333333,405622551,936440136,60,0.848101265822785,2.4379746835443,395,827199361,840856325,2,"2010-01-16",405622781,936440211,60
"267",15990,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",15,3,1,"1",0,1,2,6,"0","0|3","7","1|3|4|6|<freeform-text removed>","0|4|7|9","1|2|3",201,29.448275862069,2,257224147,848910971,29,257345991,848957741,133,7190.37931034483,257224074,848910806,29,1.04377104377104,9.41414141414141,594,358412361,358412361,1,"2010-06-26",257224078,848910809,29
"268",16061,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",1,5,0,NA,0,3,2,7,NA,"0|2","7","1|2|3|4|5|6","0|1|2|3|5|6|7|8|10","1",20.0882352941176,2,1,249034749,843022317,68,249990716,824958895,37,1361.61764705882,249032064,843020379,68,1.28571428571429,1.60801393728223,574,791444287,794981577,3,"2010-10-29",249032173,843020444,68
"269",16172,"WINNT Windows NT 6.0; WOW64","4.0b6","1.0.3",10,5,0,"0",0,0,1,9,NA,"0|2","7","0|2|5|6",NA,"0|1|2|3",127.935483870968,12,2,289944679,831913343,62,290096829,836435799,91,1597.74193548387,289944407,831913202,62,0.947791164658635,2.09906291834003,747,377741010,831099686,8,"2008-03-17",289944441,831913209,62
"270",16301,"WINNT Windows NT 6.1","3.6.8","1.0.1",39,3,0,"1",0,0,4,9,"0|3","0","7","6","0|1|4|7|8|9","2|3",44.5555555555556,6,1,299610602,868165758,18,348824305,870208673,70,2190.11111111111,299610423,868165695,18,0.947236180904523,1.60301507537688,398,442888110,442888110,1,"2010-01-16",299610526,868165749,18
"271",16345,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,0,"0",0,0,2,7,NA,"0","7","3|5|6","0|1|4|9","0|1|<freeform-text removed>",37,0,0,271121791,708154907,40,271152137,870574140,447,1736.35,271121405,708154284,40,0.99079754601227,3.24693251533742,1304,376191557,834132147,4,"2010-06-26",271121412,708154299,40
"272",16514,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,0,NA,0,2,3,8,NA,"0|3","1","3|4|5|6","0|1|2|3|5|6","0|1|3",428.529411764706,34,2,267344790,707229336,17,270257241,707764955,950,374.882352941176,267344544,707229212,17,1.26809210526316,3.46875,608,541953007,687933420,3,"2009-10-16",267344565,707229219,17
"273",16582,"WINNT Windows NT 6.1; WOW64","4.0b7","1.0.3",3,5,0,"0",0,2,1,10,NA,"0|1|3","1","6","0|2|8|9","1",44,6,1,408273344,835865265,11,408591090,838350284,19,17630.6363636364,408273053,835860760,11,0.96415770609319,3.47670250896057,279,755394494,844367511,3,"2009-08-24",408273104,835860784,11
"274",16800,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",2,0,1,"1",0,1,4,9,"0|3","0|2|3","7","2|3|4|5|6|<freeform-text removed>","0|1|2|3|4|8|9","0|3|5",22,1,1,318021116,913763812,64,318057989,911573427,174,2251.0625,318020565,913763411,64,0.946540880503145,2.45911949685535,636,485733466,485733466,1,"2010-10-19",318020568,913763415,64
"275",16802,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,6,1,"1",0,1,6,10,"0","0|1|2|3|<freeform-text removed>","<freeform-text removed>","0|3|6","0|1|2|3|4|5|6|7|9|12","1|3|4",19,4,1,281865544,843163416,24,299882031,741474924,17,4774.125,281864382,843162700,24,1.03323262839879,6.7079556898288,993,662956210,662956210,1,"2010-09-25",281864419,843162707,24
"276",16948,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,6,0,"1",0,4,1,8,NA,"0|3","1","3|4|6","0|2|8|9|10","0",344,27,2,254624958,589481470,9,255909429,692089113,16,289.666666666667,254623392,589478128,9,1.04699248120301,3.81390977443609,532,507031178,728983618,2,"2010-01-16",254623687,589478239,9
"277",17023,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,3,0,"1",0,2,1,10,"3","0","4","2|6","0|6|7|8|11","0",107.769230769231,5,1,403567374,863811099,13,313870731,907503237,165,81877.3846153846,403566511,863810172,13,1.21714285714286,7.31428571428571,350,403619530,663225093,3,"2008-03-17",403566723,863810302,13
"278",17171,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",11,5,1,"3",0,3,2,10,"1","0|1","0","0|4","2|9|<freeform-text removed>","1",142.08,20,2,290964398,827488913,25,307172711,889679913,96,7165.48,290964196,827488577,25,0.936746987951807,1.63253012048193,332,767392802,890104893,3,"2006-09-07",290964199,827488580,25
"279",17184,"WINNT Windows NT 6.0","4.0b6","1.0.3",6,5,1,"1",0,1,3,7,"2","0|1|2","7","1|2|3|4|5|6","0|2|9","1",540.76,33,3,268179583,796410603,50,268274270,795592463,173,5193.5,268176142,796407174,50,0.997701149425287,4.94252873563218,1740,325783391,706757977,16,"2004-11-11",268176370,796407192,50
"280",17200,"WINNT Windows NT 6.1","4.0b6","1.0.3",14,3,1,"2",0,0,2,9,"0","0|2","7","1|2|4|5|6","0|1|7","0|2|4|5",19,2,1,327257495,825605887,21,328420268,824288257,21,225.045454545455,327254284,825605191,22,0.904761904761905,2.23333333333333,210,382967437,465441948,2,"2010-01-16",327254533,825605231,22
"281",17233,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,5,1,"1",0,3,1,9,"3","0|1","7","1|5|6","0|2|9","0",558.210526315789,42,3,342476735,910225113,57,346043613,907477654,73,26598.5263157895,342473390,910222738,57,1.13294117647059,4.03294117647059,850,729366793,729366793,1,"2010-01-16",342473542,910222763,57
"282",17324,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,3,1,"1",0,1,3,5,"0|3","0|2","4","3|6","0|7|9|11","0|2",126.217948717949,18,3,281246117,880860415,78,281546206,880896420,195,6763.94871794872,281245203,880858964,78,1.20829220138203,4.0893385982231,2026,306698047,729546823,6,"2009-12-24",281245367,880859233,78
"283",17460,"WINNT Windows NT 5.1","4.0b6","1.0.3",14,5,1,"1",0,5,3,9,"3","0","7","1","0","0|1",234,25,4,289629211,832255730,75,336875375,833875181,8,3.45333333333333,289628840,832255686,75,0.954446854663774,1.3470715835141,461,338545213,594197857,3,"2005-10-27",289629102,832255699,75
"284",17525,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,2,1,"1",0,1,4,8,"0","0|2","7","0|2|4|6","0|1|2|7|8|<freeform-text removed>","0|1|3",9,3,2,254325277,824156299,55,438944461,780754471,9,17637.8909090909,254323768,824155997,55,0.918063314711359,2.55679702048417,537,636610838,783351584,2,"2010-01-16",254323824,824156030,55
"285",17542,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,5,0,"0",0,1,4,8,NA,"0|2|3","0","2|3|4|5|6","1|3|5|6|7","1|5",162,32,2,267800476,794108372,10,268077194,795070490,153,32866.9,267800273,794107901,10,2.15370705244123,4.76853526220615,553,401853926,754448518,2,"2010-06-26",267800295,794107925,10
"286",17545,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,3,1,"1",0,1,3,8,"2","0|2|3","0","0|2|3|4|5|6","0|1|2|3|7|8|9","1|3",120.153846153846,13,2,305963534,797798091,13,305973240,799828147,85,5469.46153846154,305962350,797795004,13,0.963788300835655,3.62674094707521,359,517092294,725663385,3,"2009-12-22",305962406,797795240,13
"287",17564,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,6,0,"0",0,1,3,6,NA,"0|1","7","1|2|4|5|6","0|1|3|4|7|8|9","3",723.571428571429,71,3,317202720,855795539,21,317327441,856475994,708,5226.14285714286,317202477,855795210,21,1.00741163055872,2.91277080957811,1754,619148233,804333394,2,"2010-09-18",317202484,855795289,21
"288",17738,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,6,0,"1",0,1,3,10,NA,"0|1|3","1","1|3|4|5|6","0|1|2|3|4|5|6|7|8|9|10","0|5",42.8421052631579,6.31578947368421,2,246505598,814120487,19,296307672,751710662,14,17430.5789473684,246504907,814119830,19,1.21209677419355,3.98387096774194,1240,292016133,767215872,5,"2010-10-10",246504937,814119959,19
"289",17750,"WINNT Windows NT 6.1","4.0b6","1.0.3",7,5,1,"1",0,0,4,10,"3","0","7","2|4|5|6","0|1|2|3|4|5|6|7|8|10|11|12","1|3|5",203.066666666667,21.1333333333333,1,261701821,852922269,15,331477367,529704339,6,5812.46666666667,261697645,852919253,15,0.962962962962963,8.63888888888889,324,782125717,782125717,1,"2010-10-17",261698067,852919395,15
"290",17793,"WINNT Windows NT 6.1","4.0b6","1.0.3",18,3,0,"0",0,0,1,8,NA,"0|2","7","2|3|4|5|6","0|1|3",NA,64.4210526315789,5,1,300433574,825689090,19,300551117,840041166,168,16674.2105263158,300432569,825688408,19,1.48914616497829,4.64688856729378,691,507461076,827008449,4,"2009-08-24",300432740,825688593,19
"291",17846,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,5,0,"0",0,1,1,8,NA,"0|1|2","7","0|1|2|3|4|5|6","0|1|2|7|8","0",21,4,1,281752169,824059611,34,289885242,827566002,44,276.705882352941,281751611,824059033,34,1.10965630114566,2.63338788870704,611,303542124,816413597,10,"2009-12-22",281751709,824059040,34
"292",17879,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,6,1,"1",0,2,5,8,"3","0|1","0","1|3|4|5|6","0|2|3|8","0|1",11,1,1,260051969,820398709,19,260887404,852649305,81,20507.6315789474,260051631,820397346,19,1.06442953020134,3.05637583892617,745,573029051,573029051,1,"2010-06-30",260051684,820397516,19
"293",17928,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,6,0,"1",0,1,6,8,"0","0|1|2|3","4","0|1|2|4|5|6","0|1|2|4|7|8|9","0|1|3",497.181818181818,33,2,279264493,828389148,11,279428259,835793757,45,3818.45454545455,279261593,828388174,11,0.993769470404984,9.50934579439252,1284,418803891,418803891,1,"2010-10-13",279262243,828388220,11
"294",17932,"WINNT Windows NT 5.1","4.0b6","1.0.3",5,5,0,NA,0,2,2,6,"0","0","0","3|4|5|6","0|1|2|3|7|8|10",NA,48,2,1,511246947,824812627,13,511766619,843319188,154,40135.4615384615,511246722,824812042,13,0.986486486486487,2.2027027027027,148,747322980,831978766,2,"2010-04-01",511246758,824812124,13
"295",17947,"WINNT Windows NT 6.1","4.0b6","1.0.3",6,6,1,"1",0,2,6,7,"0","0|1","7","0|4|5|6","0|1|2|3|8|10","0",27.0454545454545,4,1,390096728,841267415,22,395497506,841320460,33,88.5,390095112,841265945,22,0.988721804511278,2.16541353383459,266,475846150,493460866,2,"2010-10-21",390095218,841266109,22
"296",18070,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,NA,0,1,2,7,NA,"0",NA,"4|6","0|4|6|9","1|2",70.2121212121212,10.6060606060606,3,274867712,761725705,33,274911678,761737418,87,609.575757575758,274867498,761725303,33,0.977606177606178,3.67953667953668,1295,307484679,576146733,2,"2010-10-19",274867504,761725308,33
"297",18139,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,6,0,"1",0,1,4,8,"0","0","0","6","0|3|6|7","0|1|5",109.8,8.86666666666667,1,251840113,828570506,15,328625248,911639685,86,1004.06666666667,251839692,828569859,15,1.04518664047151,4.55206286836935,509,340038353,769131631,6,"2010-06-26",251839740,828569868,15
"298",18181,"WINNT Windows NT 5.1","4.0b6","1.0.3",4,6,1,"1",0,2,2,9,"3","0|1","6","1|3|4","0|2|6|7|8","0|2|3",49,7,2,306154302,889679456,32,310253465,882860851,13,2917.5625,306154066,889679102,32,0.882113821138211,2.01626016260163,246,314634973,314634973,1,"2010-09-28",306154103,889679163,32
"299",18290,"Linux Linux i686","3.6.12","1.0.1",8,6,1,"1",0,1,4,7,"0|2","0|1|2","7","0|2|4","0|1|2|3|5|8","0|1",41.3333333333333,5,2,301254804,852883154,18,726356569,726356569,1,8249.11111111111,301254457,852882536,18,0.972375690607735,2.98342541436464,362,602468960,735507743,2,"2010-09-30",301254466,852882768,18
"300",18437,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",12,6,1,"1",0,3,2,8,"0|1","0","7","2|3|4|6","0|2|9","1",763.428571428571,296,5,314917601,876994567,14,358692936,945425249,146,13536.5,314917033,876993945,14,1.19694868238558,6.14563106796117,721,770671891,843211763,6,"2008-12-02",314917037,876993949,14
"301",18442,"WINNT Windows NT 6.1","4.0b6","1.0.3",6,5,1,"1",0,2,2,7,"0|2|3","0|1|3","2","1|3|4|5|6","0|2|3|5|6|8","0|1",43,2,1,358811987,837816353,38,362168243,828708008,28,3302.34210526316,358810845,837811094,38,0.942477876106195,5.11725663716814,452,366179715,832613738,7,"2010-10-10",358810856,837811160,38
